deal_id,target_name,acquirer_name,target_ticker,target_isin,announce_date,complete_date,withdrawn_date,expected_complete_date,assumed_complete_date,deal_status,deal_type,payment_method,deal_value_eur_th,offer_price_eur,initial_stake_pct,final_stake_pct,target_sic,target_exchange,acquirer_country,deal_completed,target_sic_primary,target_sic_2digit
1601266943,SUNPOWER CORPORATION,TOTAL SA,SPWRQ,US8676524064,2011-04-28,2011-06-15,NA,NA,NA,Completed,Acquisition 60%,Cash,965120.52,16.09159415595,NA,NA,3674,NASDAQ National Market,FR,1,3674,36
1601481881,PRA INTERNATIONAL INC.,KKR PRA INVESTORS LP,PRAI,US69353C1018,2013-06-24,2013-09-24,NA,NA,NA,Completed,Institutional buy-out 100%,NA,963427.59,NA,0,100,7389 / 8731,NASDAQ National Market,US,1,7389,73
1909002489,NASH FINCH COMPANY,SPARTAN STORES INC.,NAFC,US6311581028,2013-07-22,2013-11-19,NA,NA,NA,Completed,Acquisition 100%,Shares,962742.52,18.840130587696,0,100,5141,NASDAQ National Market,US,1,5141,51
533401,COVANSYS CORPORATION,COMPUTER SCIENCES CORPORATION,CVNS,US22281W1036,2007-04-25,2007-07-02,NA,NA,NA,Completed,Acquisition 100%,Cash,962605.8,25.175844,0,100,7371 / 7373,NASDAQ National Market,US,1,7371,73
1601222800,AGA MEDICAL HOLDINGS INC.,ST JUDE MEDICAL INC.,AGAM,US0083681025,2010-10-18,2010-11-18,NA,NA,NA,Completed,Acquisition 100%,Cash,960825.98,15.37321569472,0,100,3841 / 8731,NASDAQ National Market,US,1,3841,38
1909330242,APOLLO EDUCATION GROUP INC.,AP VIII QUESO HOLDINGS LP,APOL,US0376041051,2016-02-08,NA,2016-05-01,NA,NA,Withdrawn,Institutional buy-out 100% - Bid 1- Withdrawn,Cash,960613.5,8.2962075,0,100,8221,NASDAQ National Market,US,0,8221,82
1909089415,DFC GLOBAL CORPORATION,LONE STAR GLOBAL ACQUISITIONS LTD,DLLR,US23324T1079,2014-04-02,2014-06-13,NA,NA,NA,Completed,Institutional buy-out 100%,Liabilities,959361.56,7.0107190565,0,100,6019 / 6099 / 6141 / 6221 / 7374,NASDAQ National Market,BM,1,6019,60
1909000453,SHFL ENTERTAINMENT INC.,BALLY TECHNOLOGIES INC.,SHFL,US78423R1059,2013-07-16,2013-11-25,NA,NA,NA,Completed,Acquisition 100%,Liabilities,959110.27,17.1533183655,0,100,3999 / 5084 / 7359 / 7374,NASDAQ National Market,US,1,3999,39
189038,NETSCREEN TECHNOLOGIES INC.,EFFICIENT NETWORKS INC.,NSCN,US64117V1070,2000-03-28,NA,2000-06-05,NA,NA,Withdrawn,Acquisition 100%,Shares,957760.63,NA,0,100,7371 / 7372 / 7382,NA,US,0,7371,73
2007091098,ATLAS TECHNICAL CONSULTANTS INC.,GI PARTNERS LP,ATCX,US0494301015,2023-01-31,2023-04-19,NA,NA,NA,Completed,Institutional buy-out 100%,Liabilities,956794.08,11.16259765215,0,100,8711,NASDAQ National Market,US,1,8711,87
497145,GOLD KIST INC.,PILGRIM'S PRIDE CORPORATION (OLD),GKIS,US3806141079,2006-12-04,2007-01-09,NA,NA,NA,Completed,Acquisition 100%-Bid 2-increased bid,Cash,956387.2,16.1448,0,100,2015,NASDAQ National Market,US,1,2015,20
1909490954,CHENIERE ENERGY PARTNERS LP HOLDINGS LLC,CHENIERE ENERGY INC.,CQH,US16411W1080,NA,NA,2016-12-09,NA,NA,Withdrawn,Acquisition increased from 80.1% to 100%,Shares,952168.2,20.63537878629,80.1,100,5171,NYSE MKT,US,0,5171,51
1941482335,"ODP CORPORATION, THE",USR PARENT INC.,ODP,US88337F1057,NA,NA,2022-06-21,NA,NA,Withdrawn,Acquisition increased from 4.9% to 100%,Cash,950719.72,17.369649350172,4.9,100,2522 / 3589 / 3599,NASDAQ National Market / Boerse Berlin / Bolsa Mexicana de Valores / NASDAQ OMX PHLX,US,0,2522,25
1909058054,CEC ENTERTAINMENT INC.,APOLLO GLOBAL MANAGEMENT LLC,CEC,US1251371092,2014-01-16,2014-02-14,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,950379.1,39.477285711,0,100,5812,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,5812,58
315542,HOLLYWOOD ENTERTAINMENT CORPORATION,BLOCKBUSTER INC.,HLYW,US4361411055,2005-02-03,NA,2005-04-27,NA,NA,Withdrawn,Acquisition 100% Bid 2 - Increased Offer,Cash,950142.08,11.17225,0,100,7841,NA,US,0,7841,78
481147,BANTA CORPORATION,CENVEO INC.,BN,US0668211099,2006-10-03,NA,2006-10-31,NA,NA,Withdrawn,Acquisition 100% - bid 3 - increased bid,Cash,949512.08,39.3825,0,100,2732 / 2759 / 8742,New York Stock Exchange (NYSE),US,0,2732,27
442693,AMERICAN RETIREMENT CORPORATION,BROOKDALE SENIOR LIVING INC.,ACR,US0289131015,2006-05-12,2006-07-25,NA,NA,NA,Completed,Acquisition 100%,Cash,948840,26.0931,0,100,8052 / 8361,NA,US,1,8052,80
518878,PATHMARK STORES INC.,A&P SUPERMARKET,PTMK,US70322A1016,2007-03-05,2007-12-03,NA,NA,NA,Completed,Acquisition 100%,Cash,948445.4,8.806993,0,100,5411,NASDAQ National Market,CA,1,5411,54
1601166034,RCN CORPORATION,ABRY PARTNERS LLC,RCNI,US7493612003,2010-03-05,2010-08-26,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,947652.84,11.8456605435,0,100,4841 / 4899,NASDAQ National Market,US,1,4841,48
1941064939,ANALOGIC CORPORATION,ANLG HOLDING COMPANY INC.,ALOG,US0326572072,2018-04-10,2018-06-22,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,947471.19,72.3523453464,0,100,3629 / 3699 / 3825 / 3829 / 3845 / 5047 / 7382,NASDAQ National Market,US,1,3629,36
1601444172,METALS USA HOLDINGS CORPORATION,RELIANCE STEEL & ALUMINUM COMPANY,MUSA,US59132A1043,2013-02-06,2013-04-15,NA,NA,NA,Completed,Acquisition 100%,Cash,946050.15,15.754786775175,0,100,3312 / 3313 / 3334 / 3351 / 3355 / 3399 / 3499 / 5051,New York Stock Exchange (NYSE),US,1,3312,33
1601415442,SAFETY-KLEEN INC.,CLEAN HARBORS INC.,SK,US78649R1032,2012-10-29,2012-12-28,NA,NA,NA,Completed,Acquisition 100%,Cash,944410.82,NA,0,100,2911 / 4953 / 5084 / 8999,NA,US,1,2911,29
1909552377,NIMBLE STORAGE INC.,HEWLETT PACKARD ENTERPRISE COMPANY,NMBL,US65440R1014,2017-03-07,2017-04-17,NA,NA,NA,Completed,Acquisition 100%,Cash,942968.77,11.7871095675,0,100,3572,New York Stock Exchange (NYSE),US,1,3572,35
380203,TBC CORPORATION,SUMITOMO CORPORATION,TBCC,US8721831084,2005-09-19,2005-11-17,NA,NA,NA,Completed,Acquisition 100%,Cash,942480,29.988,0,100,5014 / 5531,NA,JP,1,5014,50
2007681265,GATOS SILVER INC.,FIRST MAJESTIC SILVER CORPORATION,GATO,US3680361090,2024-09-05,2025-01-16,NA,NA,NA,Completed,Acquisition 100%,Shares,942398.93,13.106146007966,0,100,1044,New York Stock Exchange (NYSE),CA,1,1044,10
1601203115,ADC TELECOMMUNICATIONS INC.,TYCO ELECTRONICS LTD,ADCT,US0008863096,2010-07-12,2010-12-08,NA,NA,NA,Completed,Acquisition 100%,Cash,942250.83,9.610958508075,0,100,4813 / 4822 / 7371 / 7373 / 7379,NASDAQ National Market,CH,1,4813,48
178628,OFFICEMAX INC.(OLD),BOISE CASCADE CORPORATION,OMX,US67622M1080,2003-07-14,2003-12-10,NA,NA,NA,Completed,Acquisition 100%,Shares,942010.2,7.3467,0,100,5712 / 5731 / 5943 / 5961,NA,US,1,5712,57
1601274499,GAYLORD CONTAINER CORPORATION,TEMPLE-INLAND INC.,GCR,US3681451080,2001-12-03,NA,2002-01-08,NA,NA,Withdrawn,Acquisition 100% - Bid 2 - Withdrawn,Liabilities,941920,1.4,0,100,2652 / 2653 / 2657 / 2672 / 2673 / 2676 / 2678 / 2679,NA,US,0,2652,26
383372,SHOPKO STORES INC.,SUN CAPITAL PARTNERS INC.,SKO,US8249111019,2005-10-03,NA,2005-10-18,NA,NA,Withdrawn,Institutional buy-out 100% - Bid 1,Cash,939957.48,22.0374,0,100,5311 / 8099,NA,US,0,5311,53
1601137614,IOWA TELECOMMUNICATIONS SERVICES INC.,WINDSTREAM CORPORATION,IWA,US4625942010,2009-11-24,2010-06-01,NA,NA,NA,Completed,Acquisition 100%,Liabilities,939955.36,13.035076655984,0,100,4813 / 4822 / 4899,New York Stock Exchange (NYSE),US,1,4813,48
2007794079,BROOKLINE BANCORP INC.,BERKSHIRE HILLS BANCORP INC.,BRKL,US11373M1071,2024-12-16,2025-09-02,NA,NA,NA,Completed,Acquisition 100%,Liabilities,939229.18,12.684,0,100,6021 / 6029,NASDAQ National Market,US,1,6021,60
1601415784,SCHIFF NUTRITION INTERNATIONAL INC.,BAYER HEALTHCARE LLC,SHF,US8066931077,2012-10-30,NA,2012-11-20,NA,NA,Withdrawn,Acquisition 100%,Cash,938810.01,26.599617001,0,100,2834,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,0,2834,28
286752,BOCA RESORTS INC,"BLACKSTONE GROUP LP, THE",RST,US09688T1060,2004-10-20,2004-12-10,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,938750,18.024,0,100,7011 / 7041 / 7941 / 7992,NA,US,1,7011,70
2007535596,PLAYAGS INC.,BINGO HOLDINGS I LLC,AGS,US72814N1046,2024-05-08,2025-06-30,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,938566.2,10.665525,0,100,5091 / 7993,New York Stock Exchange (NYSE),US,1,5091,50
2007777316,HEARTLAND PAYMENT SYSTEMS INC.,ACRISURE LLC,HPY,US42235N1081,2025-05-28,2025-10-01,NA,NA,NA,Completed,Acquisition 100%,NA,937398.06,NA,0,100,6019 / 6099 / 7389 / 8721 / 8742,New York Stock Exchange (NYSE),US,1,6019,60
1909515912,VASCULAR SOLUTIONS INC.,TELEFLEX INC.,VASC,US92231M1099,2016-12-02,2017-02-17,NA,NA,NA,Completed,Acquisition 100%,Cash,937314.97,52.48963818,0,100,3842,NASDAQ National Market,US,1,3842,38
1909622601,DELTIC TIMBER CORPORATION,POTLATCH CORPORATION,DEL,US2478501008,2017-10-23,2018-02-20,NA,NA,NA,Completed,Acquisition 100%,Liabilities,937102.89,76.8938997357,0,100,0851 / 2421 / 2429,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,0851,08
190332,PSS WORLD MEDICAL INC.,FISHER SCIENTIFIC INTERNATIONAL INC.,PSSI,US69366A1007,2000-06-22,NA,2000-09-01,NA,NA,Withdrawn,Acquisition 100%,Shares,936770.75,13.17924214252,0,100,5047 / 7699 / 8742,New York Stock Exchange (NYSE),US,0,5047,50
2007206178,PACWEST BANCORP,BANC OF CALIFORNIA INC.,PACW,US6952631033,2023-07-25,2023-12-01,NA,NA,NA,Completed,Acquisition 100%,Shares,936173.85,7.9312178142442,0,100,6021 / 6029,NASDAQ National Market,US,1,6021,60
124006,FEI COMPANY,VEECO INSTRUMENTS INC.,FEIC,US30241L1098,2002-07-12,NA,2003-01-15,NA,NA,Withdrawn,Acquisition 100%,Shares,935577.3,28.882513,NA,NA,3674 / 7371 / 7372,NASDAQ National Market,US,0,3674,36
225339,CHIPPAC INC.,ST ASSEMBLY TEST SERVICES LTD,CHPC,US1696571033,2004-02-10,2004-08-04,NA,NA,NA,Completed,Acquisition 100%,Shares,935184.6,9.633978,0,100,3674 / 5065 / 8734,NA,SG,1,3674,36
1909239786,OM GROUP INC.,DUKE ACQUISITION HOLDINGS LLC,OMG,US6708721005,2015-06-01,2015-10-28,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,934715.36,30.800586247,0,100,2819 / 2869 / 2899 / 3691 / 3692,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,NA,1,2819,28
1601215552,ASSOCIATED MATERIALS INC.,HELLMAN & FRIEDMAN LLC,SIDE,US0457091025,2010-09-08,2010-10-13,NA,NA,NA,Completed,Institutional buy-out 100%,NA,934185.33,NA,0,100,2671 / 2673 / 3081 / 3082 / 3083 / 3084 / 3085 / 3086 / 3088 / 3089 / 5162,NA,US,1,2671,26
215095,ESPERION THERAPEUTICS INC.,PFIZER INC.,ESPR,US29664W1053,2003-12-21,2004-02-16,NA,NA,NA,Completed,Acquisition 100%,Cash,933436,27.454,0,100,2834 / 8731,NASDAQ National Market / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / London Stock Exchange,US,1,2834,28
1909504629,ARDAGH GLASS INC.,CVC CAPITAL PARTNERS LTD,AGCCQ,US03304B3006,2016-11-02,2016-12-07,NA,NA,NA,Completed,Institutional buy-out 100%,NA,933060.53,NA,0,100,3221,NA,GB,1,3221,32
1939073872,CARRIZO OIL & GAS INC.,CALLON PETROLEUM COMPANY,CRZO,US1445771033,2019-11-14,2019-12-20,NA,NA,NA,Completed,Acquisition 100% bid decreased,Shares,932432.1,10.06833504656,0,100,1311,NASDAQ National Market,US,1,1311,13
1941521187,ORBCOMM INC.,GI DI ORION ACQUISITION INC.,ORBC,US68555P1003,2021-04-08,2021-09-01,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,931382.21,9.7371776684,0,100,4899 / 7371 / 7372,NASDAQ National Market,US,1,4899,48
92045,FIDUCIARY TRUST COMPANY INTERNATIONAL,FRANKLIN RESOURCES INC.,FCNY,US3164951002,2000-10-25,2001-04-11,NA,NA,NA,Completed,Acquisition 100%,Shares,930105,127.82461211338,0,100,6282 / 6799 / 7291,NA,US,1,6282,62
1601430817,ARBITRON INC.,NIELSEN HOLDINGS NV,ARB,US03875Q1085,2012-12-18,2013-09-30,NA,NA,NA,Completed,Acquisition 100%,Cash,929860.06,35.542392,0,100,7371 / 7372 / 8299 / 8732,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,NL,1,7371,73
1909274387,WILLIAMS SCOTSMAN INTERNATIONAL INC.,WILLIAMS SCOTSMAN HOLDINGS CORPORATION,WLSC,US96950G1022,2017-08-21,2017-11-29,NA,NA,NA,Completed,Acquisition 100%,Shares,928475.29,NA,0,100,7359,NASDAQ National Market,US,1,7359,73
1941344537,AVX CORPORATION,KYOCERA CORPORATION,AVX,US0024441075,2020-02-21,2020-03-30,NA,NA,NA,Completed,Acquisition increased from 72% to 100%,Cash Reserves,927364.9,19.5725770413,72,100,3674 / 3679,New York Stock Exchange (NYSE) / Boerse Duesseldorf / NASDAQ OMX PHLX,JP,1,3674,36
132944,JDN REALTY CORPORATION,DEVELOPERS DIVERSIFIED REALTY CORPORATION,JDN,US4659171023,2002-10-04,2003-03-13,NA,NA,NA,Completed,Acquisition 100%,Shares,926976,10.0931328,0,100,6552 / 6733,NA,US,1,6552,65
524234,INFRASOURCE SERVICES INC.,QUANTA SERVICES INC.,IFS,US45684P1021,2007-03-19,2007-08-30,NA,NA,NA,Completed,Acquisition 100%,Shares,925596,22.133498,0,100,1611 / 1622,New York Stock Exchange (NYSE),US,1,1611,16
1601181191,DOLLAR THRIFTY AUTOMOTIVE GROUP INC.,HERTZ GLOBAL HOLDINGS INC.,DTGF,US2567431059,2010-04-25,NA,2010-09-12,NA,NA,Withdrawn,Acquisition 100% - withdrawn bid 1,Cash,924812.29,32.339486401,0,100,7514,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,0,7514,75
1909016714,KAYDON CORPORATION,SKF AB,KDN,US4865871085,2013-09-05,2013-10-16,NA,NA,NA,Completed,Acquisition 100%,Cash,924153.74,26.2459661734,0,100,3559 / 3562,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,SE,1,3559,35
1601198167,AMERICAN ITALIAN PASTA COMPANY,RALCORP HOLDINGS INC.,AIPC,US0270701016,2010-06-21,2010-07-27,NA,NA,NA,Completed,Acquisition 100%,Cash,923990.64,40.8095864622,0,100,2045 / 2098,NASDAQ National Market / New York Stock Exchange (NYSE),US,1,2045,20
1909399058,ASSETMARK FINANCIAL HOLDINGS INC.,HUATAI SECURITIES COMPANY LTD,AMK,US04546L1061,2016-04-11,2016-10-31,NA,NA,NA,Completed,Acquisition 100%,Cash,923900.32,NA,0,100,7372 / 7374,New York Stock Exchange (NYSE),VG,1,7372,73
1909284547,PREMIERE GLOBAL SERVICES INC.,PANGEA PRIVATE HOLDINGS II LLC,PGI,US7405851046,2015-09-10,2015-12-08,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,923136.94,12.923917153,0,100,7372 / 7374,New York Stock Exchange (NYSE),US,1,7372,73
1909317477,WILSHIRE BANCORP INC.,BBCN BANCORP INC.,WIBC,US97186T1088,2015-12-07,2016-07-29,NA,NA,NA,Completed,Acquisition 100%,Shares,922390.95,11.7354260452,0,100,6021 / 6029,NASDAQ National Market,US,1,6021,60
240912,US ONCOLOGY INC.,OILER ACQUISITION CORPORATION,USON,US90338W1036,2004-03-22,2004-08-20,NA,NA,NA,Completed,Institutional buy-out increased from 14.5% to 100%,Cash,921804,12.16943,14.5,100,8011,NA,US,1,8011,80
2007595517,CORONADO GLOBAL RESOURCES INC.,SEV.EN GLOBAL INVESTMENTS AS,CRN,AU0000026122,2023-09-25,NA,2024-06-24,NA,NA,Withdrawn,Acquisition 51%,NA,921796.74,NA,0,51,1221 / 1222 / 1241,Australian Securities Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / OTC Bulletin Board,CZ,0,1221,12
140473,SYNCOR INTERNATIONAL CORPORATION,CARDINAL HEALTH INC.,SCOR,US87157J1060,2002-12-04,2003-01-02,NA,NA,NA,Completed,Acquisition 100% Bid 2 - Decreased Offer,Shares,921745.77,27.93169,0,100,5122 / 8071 / 8999,NA,US,1,5122,51
488810,INSTINET INC.,NOMURA HOLDINGS INC.,INGP,US4577501079,2006-11-03,2007-02-02,NA,NA,NA,Completed,Acquisition 100%,Cash,921360,NA,0,100,6211 / 7374 / 8999,NA,JP,1,6211,62
2007632166,PREMIER FINANCIAL CORPORATION,WESBANCO INC.,FDEF,US32006W1062,2024-07-26,2025-02-28,NA,NA,NA,Completed,Acquisition 100%,Shares,921141.56,25.60754318,0,100,6021 / 6029,NASDAQ National Market / NYSE ARCA,US,1,6021,60
469583,GOLD KIST INC.,PILGRIM'S PRIDE CORPORATION (OLD),GKIS,US3806141079,2006-09-28,NA,2006-10-27,NA,NA,Withdrawn,Acquisition 100%-Bid 1-withdrawn,Liabilities,920959.92,15.814,0,100,2015,NASDAQ National Market,US,0,2015,20
94090,RAINBOW MEDIA HOLDINGS INC'S FOUR NATIONAL NETWORKS,METRO-GOLDWYN-MAYER INC.,AMCX,US00164V1035,2001-02-01,2001-04-03,NA,NA,NA,Completed,Acquisition 20%,Cash,920700,NA,NA,NA,4841,NASDAQ National Market / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart,US,1,4841,48
2007430790,HAYNES INTERNATIONAL INC.,NORTH AMERICAN STAINLESS INC.,HAYN,US4208772016,2024-02-05,2024-11-21,NA,NA,NA,Completed,Acquisition 100%,Liabilities,920087.52,57.8611738679,0,100,3356 / 3357,NASDAQ National Market,US,1,3356,33
1909450111,ELIZABETH ARDEN INC.,REVLON CONSUMER PRODUCTS CORPORATION,RDEN,US28660G1067,2016-06-16,2016-09-07,NA,NA,NA,Completed,Acquisition 100%,Cash,919605.74,12.451141549,0,100,2844 / 5961 / 5999,NASDAQ National Market,US,1,2844,28
640740,CKX INC.,19X INC.,CKXE,US12562M1062,2008-05-12,NA,2008-11-01,NA,NA,Withdrawn,Acquisition 100% - Bid 2 decreased bid,Cash,919404.86,9.4356,0,100,7941 / 7999,NASDAQ National Market,US,0,7941,79
2007411107,CARROLS RESTAURANT GROUP INC.,RESTAURANT BRANDS INTERNATIONAL INC.,TAST,US14574X1046,2024-01-16,2024-05-16,NA,NA,NA,Completed,Acquisition increased from 15% to 100%,Cash Reserves,918298.78,8.76975337383,15,100,5812,NASDAQ National Market,CA,1,5812,58
1941728592,T-MOBILE USA INC.,DEUTSCHE TELEKOM AG,VSTR,US9286151033,2023-04-06,2023-04-06,NA,NA,NA,Completed,Acquisition increased from 48.4% to 50.2%,NA,916565.19,NA,48.4,50.2,4899 / 5731 / 5961,NA,DE,1,4899,48
381893,SHOPKO STORES INC.,BADGER RETAIL HOLDING INC.,SKO,US8249111019,2005-09-29,NA,2005-10-18,NA,NA,Withdrawn,Institutional buy-out 100% - Bid 3 - Increased offer,Cash,914211.14,21.2058,0,100,5311 / 8099,NA,US,0,5311,53
2007282517,CHICO'S FAS INC.,DAPHNE INTERNATIONAL HOLDINGS LTD,CHS,US1686151028,2023-09-28,2024-01-05,NA,NA,NA,Completed,Acquisition 100%,Cash,913470.38,6.94237489408,0,100,5621 / 5661 / 5948 / 5999,New York Stock Exchange (NYSE),KY,1,5621,56
268605,OCULAR SCIENCES INC.,"COOPER COMPANIES INC., THE",OCLR,US6757441067,2004-07-29,2005-01-07,NA,NA,NA,Completed,Acquisition 100%,Cash,910920,33.347263,0,100,3851,NA,US,1,3851,38
1909241292,BUILDING MATERIALS HOLDING CORPORATION,STOCK BUILDING SUPPLY HOLDINGS INC.,BLGM,US1201131059,2015-06-03,2015-12-01,NA,NA,NA,Completed,Acquisition 100%,Liabilities,908809.14,NA,0,100,1521 / 1522 / 1531 / 2421 / 2429 / 2434 / 3089 / 3271 / 3499 / 3553,OTC Pink Market,US,1,1521,15
500754,ADVO INC.,VALASSIS COMMUNICATIONS INC.,AD,US0075851024,2006-12-19,2007-03-02,NA,NA,NA,Completed,Acquisition 100% - Bid 2 - decreased offer,Cash,908334,24.9943239,0,100,7331,New York Stock Exchange (NYSE),US,1,7331,73
1601210599,3PAR INC.,DELL INC.,PAR,US88580F1093,2010-08-16,NA,2010-08-26,NA,NA,Withdrawn,Acquisition 100% - withdrawn - bid 1,Cash,908167.31,14.2147926522,0,100,7371 / 7372,New York Stock Exchange (NYSE) / Wiener Boerse,US,0,7371,73
33600,VERITAS DGC INC.,PETROLEUM GEO-SERVICES ASA,VTS,US92343P1075,2001-11-26,NA,2002-03-28,NA,NA,Withdrawn,Acquisition 100%,Shares,907473,NA,0,100,1382 / 1389 / 8711 / 8713,New York Stock Exchange (NYSE),NO,0,1382,13
131812,REXNORD CORPORATION,"CARLYLE GROUP LP, THE",ZWS,US98983L1089,2002-09-30,2002-11-26,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,907412.04,NA,0,100,3491 / 3562 / 3568 / 3675 / 3676 / 3677,New York Stock Exchange (NYSE) / Bern Stock Exchange / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / Bolsa Mexicana de Valores,US,1,3491,34
1601206651,MONITRONICS INTERNATIONAL INC.,ASCENT MEDIA CORPORATION,SCTY,US6094531059,2010-12-17,2010-12-17,NA,NA,NA,Completed,Acquisition 100%,Cash,906263.77,NA,0,100,7382,OTC Bulletin Board,US,1,7382,73
1909109238,INTERNET BRANDS INC.,MANAGEMENT,INET,US4606081028,2014-06-03,2014-12-31,NA,NA,NA,Completed,Institutional buy-out 100%,NA,906020.5,NA,0,100,7374 / 8742,NASDAQ National Market,US,1,7374,73
2007183216,HUT 8 MINING CORPORATION,HUT 8 CORPORATION,HUT,CA44812T1021,2023-02-07,2023-11-30,NA,NA,NA,Completed,Merger 100%,Shares,905680.71,NA,0,100,7374,Toronto Stock Exchange,US,1,7374,73
1941444905,TASTEMAKER ACQUISITION CORPORATION,QUALITY GOLD HOLDINGS INC.,PMGM,US8765451047,2022-10-21,NA,2023-06-21,NA,NA,Withdrawn,Acquisition 100%,Liabilities,905668.27,NA,0,100,6726,NASDAQ National Market,US,0,6726,67
1941523695,AEGION CORPORATION,CARTER INTERMEDIATE INC.,AEGN,US00770F1049,2021-04-14,2021-05-17,NA,NA,NA,Completed,Institutional buy-out 100% Bid 3 - Increased bid,Cash,905603.8,24.698285361,0,100,1629 / 3479,NASDAQ National Market,US,1,1629,16
177875,ROADWAY CORPORATION,YELLOW CORPORATION,ROAD,US7697421078,2003-07-08,2003-12-11,NA,NA,NA,Completed,Acquisition 100%,Liabilities,905592.8,39.3024,0,100,4212 / 4213 / 4214 / 4731,NA,US,1,4212,42
547410,COINMACH SERVICE CORPORATION,SPIN HOLDCO INC.,DRY,US19259W1071,2007-06-15,2007-11-21,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,904015.2,9.20316,0,100,7211 / 7212 / 7215 / 7216 / 7359,NYSE MKT,US,1,7211,72
1909447502,LDR HOLDING CORPORATION,ZIMMER BIOMET HOLDINGS INC.,LDRH,US50185U1051,2016-06-07,2016-07-13,NA,NA,NA,Completed,Acquisition 100%,Cash,903888.69,33.4438814967,0,100,3841 / 8731,NASDAQ National Market,US,1,3841,38
1909318338,"PEP BOYS- MANNY, MOE & JACK, THE",ICAHN ENTERPRISES HOLDINGS LP,PBY,US7132781094,2015-12-30,2016-02-04,NA,NA,NA,Completed,Acquisition 100%,Cash,903815.2,16.69433762725,0,100,5531 / 7538,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,5531,55
1601125373,MPS GROUP INC.,ADECCO SA,MPS,US5534091039,2009-10-20,2010-01-19,NA,NA,NA,Completed,Acquisition 100%,Cash,903640.2,9.59248822926,0,100,7361 / 7373 / 8742 / 8748,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,CH,1,7361,73
1941611743,NEOPHOTONICS CORPORATION,LUMENTUM HOLDINGS INC.,NPTN,US64051T1007,2021-11-04,2022-08-03,NA,NA,NA,Completed,Acquisition 100%,Cash Reserves,903166.03,15.741455808,0,100,3674 / 3679 / 8731,New York Stock Exchange (NYSE),US,1,3674,36
1909445818,FIRST CENTURY BANKSHARES INC.,SUMMIT FINANCIAL GROUP INC.,FCBS,US3194261026,2016-06-01,2017-04-03,NA,NA,NA,Completed,Acquisition 100%,Cash,902811.51,21.08376506025,0,100,6021 / 6029,OTC Pink Market,US,1,6021,60
1941227239,ROAN RESOURCES INC.,CITIZEN ENERGY OPERATING LLC,ROAN,US7697551098,2019-10-01,2019-12-05,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,902622.41,1.371986058184,0,100,1311 / 1382 / 1389,NA,US,1,1311,13
1941085082,GUARANTY BANCORP,INDEPENDENT BANK GROUP INC.,GBNK,US40075T6073,2018-05-22,2019-01-01,NA,NA,NA,Completed,Acquisition 100%,Shares,902296.24,30.794796518373,0,100,6021 / 6029,NASDAQ National Market,US,1,6021,60
502488,EGL INC.,MBO TEAM - UNITED STATES,EAGL,US2684841024,2007-02-28,NA,2007-03-19,NA,NA,Withdrawn,Management buy-out 82% Bid 1 - withdrawn,Cash,902191.2,27.0432,18,100,4412 / 4424 / 4432 / 4481 / 4482 / 4512 / 4731 / 4789,NASDAQ National Market,US,0,4412,44
1941573194,INTERSECT ENT INC.,MEDTRONIC INC.,XENT,US46071F1030,2021-08-06,2022-05-13,NA,NA,NA,Completed,Acquisition 100%,Cash,902044.2,27.218732119975,0,100,3841 / 8731,NASDAQ National Market,US,1,3841,38
376581,SHOPKO STORES INC.,GOLDNER HAWN JOHNSON & MORRISON INC.,SKO,US8249111019,2005-09-09,NA,2005-09-29,NA,NA,Withdrawn,Institutional buy-out 100% - Bid 2 - Increased offer-withdrawn,Cash,900794.9,20.77,0,100,5311 / 8099,NA,US,0,5311,53
